Titre du poste,Entreprise,Secteur d'activite,Localisation geographique,Competences requises,Niveau d'experience requis,Type de contrat,Date de publication,URL source de l'offre
Recrutement assistante administrative (ain chkaf),,Accueil / Secrétariat / Administration,Fès,,,A discuter,28 Apr-17:10,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10368629/Recrutement-assistante-administrative-(ain-chkaf).html
Assistante de projet,event,Marketing / Communication / Publicité / Rp,Casablanca,"organisationnelles et grande rigueur - esprit dequipe, autonomie, sens de linitiative - aisance a loral et a lecrit, bonne orthographe - maitrise des outils bureautiques",dans une agence ou un environnement similaire appreciee - excellentes,CDI,28 Apr-17:05,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10362329/Assistante-de-projet.html
Techniciens en construction metallique,entreprise,Entreprise / Import / Export,Casablanca,,,,28 Apr-17:00,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10363153/TECHNICIENS-EN-CONSTRUCTION-METALLIQUE.html
Assistante de direction & office manager,TERRAE GROUP,Accueil / Secrétariat / Administration,Marrakech,"- bac +5 (ou minimum bac +3 avec forte experience) en gestion, administration, comptabilite, droit ou equivalent - excellente presentation et communication - experience dans limmobilier ou environnement exigeant fortement appreciee - sens de lorganisation et gestion des priorites - discretion et confidentialite absolue - excellente maitrise du francais et tres bon niveau en anglais (oral et ecrit) - maitrise des outils bureautiques (word, excel, powerpoint, outils digitaux) conditions : - poste base a marrakech hivernage",") en gestion, administration, comptabilite, droit ou equivalent - excellente presentation et communication - experience dans limmobilier ou environnement exigeant fortement appreciee - sens de lorganisation et gestion des priorites - discretion et confidentialite absolue - excellente maitrise du francais et tres bon niveau en anglais (oral et ecrit) - maitrise des outils bureautiques (word, excel, powerpoint, outils digitaux) conditions : - poste base a marrakech hivernage",CDI,28 Apr-17:00,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10361528/Assistante-de-Direction-et-Office-Manager.html
Commercial terrain,,Commercial / Vente,Casablanca,"- experience confirmee en vente terrain (idealement dans lagroalimentaire) - bon sens du relationnel et de la negociation - dynamique, autonome et oriente resultats conditions : - remuneration attractive : fixe + variable - evolution possible selon performances si vous etes motive(e) et pret(e) a relever un nouveau challenge, merci denvoyer votre candidature.","confirmee en vente terrain (idealement dans lagroalimentaire) - bon sens du relationnel et de la negociation - dynamique, autonome et oriente resultats conditions : - remuneration attractive : fixe + variable - evolution possible selon performances si vous etes motive(e) et pret(e) a relever un nouveau challenge, merci denvoyer votre candidature.",A discuter,28 Apr-16:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10368618/Commercial-terrain.html
Agent des operations maritimes et aeriennes,,Transport / Achat / Logistique,Casablanca,,d'un an ou plus dans le meme poste maitrise des documents maritimes et aeriennes des connaissances dans la reglementation douaniere,CDI,28 Apr-16:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10363212/Agent-des-operations-maritimes-et-aeriennes.html
Animateur(trice) de vente à marrakech,Anonyme,Commercial / Vente,Casablanca,"en communication et sens du service client. dynamisme, motivation et esprit dequipe. disponibilite selon les horaires du centre commercial. lieu de travail : marrakech type de","dans la vente ou le conseil client, idealement en librairie ou rayon livres. bonnes",Anapec,28 Apr-16:52,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371164/Animateur(trice)-de-Vente-à-Marrakech.html
Technicien laboratoire,manpower,Biologie / Chimie / Pharmaceutique,Casablanca,"diplome de technicien en chimie, genie chimique ou equivalent une premiere experience en laboratoire (idealement dans le",en laboratoire (idealement dans le,Interim,28 Apr-16:52,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371163/technicien-laboratoire.html
Agent de securite – bouskoura,,Sécurité / Surveillance / Gardiennage,Bouskoura,", veuillez nous transmettre votre cv via ce site marocannonces",prealable dans le,,28 Apr-16:52,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371162/AGENT-DE-SECURITE-–-BOUSKOURA.html
Chargée administrative et de facturation – gestion immobilière,OFFSHORING BACK OFFICE SERVICES MAROC,Comptabilité / Gestion / Audit,Tanger,"niveau bac+2 (gestion, administration, finance ou equivalent) fraichement diplome / avec ou sans experience bonne maitrise du francais, a loral comme a lecrit aisance avec les chiffres et excel sens de lorganisation, rigueur et capacite a travailler de maniere autonome - conditions : poste base a tanger","bonne maitrise du francais, a loral comme a lecrit aisance avec les chiffres et excel sens de lorganisation, rigueur et capacite a travailler de maniere autonome - conditions : poste base a tanger",A discuter,28 Apr-16:50,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10368613/Chargée-administrative-et-de-facturation-–-gestion-immobilière.html
Conseillére commerciale,RH consulting,Commercial / Vente,Casablanca,,requise : au moins 2 ans confirmee - niveau d'etude demande : au moins bac +2,CDI,28 Apr-16:50,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10361513/Conseillére-commerciale.html
Ingénieur d'État en fluide & ingénieur d'État en,Ste Imilchil SARL,Construction / Btp,Rabat,"requises : - maitrise des outils : autocad, ms project et autres logiciels techniques necessaires. - bonne capacite de gestion, sens de l'organisation, autonomie et esprit d",en modelisation cfd et optimisation energetique. 2-ingenieur d'etat en beton arme expertise en calcul de structures en beton arme. connaissance des normes de construction marocaines.,CDI,28 Apr-16:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10367915/Ingénieur-dÉtat-en-Fluide-et-Ingénieur-dÉtat-en.html
Conducteur travaux,ASSIL TEC,Construction / Btp,Casablanca,en communication et gestion des priorites.,"confirmee, pour rejoindre notre equipe dynamique. le candidat ideal aura une solide experience dans la gestion de chantiers, le chiffrage des travaux, ainsi que la capacite de superviser une equipe de travailleurs tout en garantissant la qualite et le respect des delais.",CDI,28 Apr-16:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10362003/CONDUCTEUR-TRAVAUX.html
Magasinier,Oxynord,Industrie / Ingénierie / Energie,Tanger,personnelles requises : - serieux et sens des responsabilites - dynamisme et reactivite - esprit dequipe - autonomie et polyvalence - ponctualite et discipline - capacite a travailler sous pression - sens du detail et precision - bon relationnel et esprit collaboratif lieu : casablanca merci denvoyer votre candidature (cv) via ce site marocannonces,"en magasinage, logistique ou gestion de stock souhaitee - bonne maitrise des operations de reception, stockage et inventaire - connaissance des outils de gestion de stock (erp ou excel) - sens de lorganisation et rigueur dans le travail",A discuter,28 Apr-16:40,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370323/Magasinier.html
Enseignants et surveillants,GROUPE SCOLAIRE,Education / Social / Petite Enfance,Casablanca,"diplome universitaire requis, experience probante en milieu scolaire, dynamisme et excellente maitrise pedagogique. rejoignez une equipe engagee dans l'excellence educative. envoyez votre dossier de candidature (cv + photo)","probante en milieu scolaire, dynamisme et excellente maitrise pedagogique. rejoignez une equipe engagee dans l'excellence educative. envoyez votre dossier de candidature (cv + photo)",A discuter,28 Apr-16:40,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370303/Enseignants-et-surveillants.html
Chef de projets Électriques,Triangle Énergie E.W.V,Industrie / Ingénierie / Energie,Casablanca,"requises en bt et hta, vous etes autonome; organise; rigoureux; et avez un tres bon relationnel, envoyer vos candidatures (cv+photo+experiences) via ce site.",") en genie electrique ou equivalent en electrotechnique, dynamique, polyvalent, et ayant une experience d'au moins 10 ans acquises dans le secteur de lingenierie electrique hta - bt..., pour etudier et realiser nos projets d'electrification urbaine et rural, produire et controler les documents techniques et administratifs metiers des appels d'offres relatifs a nos projets electriques, effectuer des plans et des schemas et faire le suivi de la realisation des travaux sur chantier jusqu'a reception, organiser les reunions et assister nos equipes des chantiers, suivre l'avancement des travaux en respectant les delais exiges. si vous avez des",A discuter,28 Apr-16:40,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10369502/Chef-de-Projets-Électriques.html
Comptable junior/confirmé – comptabilité française,OFFSHORING BACK OFFICE SERVICES MAROC,Comptabilité / Gestion / Audit,Tanger,"niveau minimum bac+2 (gestion comptable) maitrise des regles comptables marocaines (equivalentes a celles demandees pour le poste) fraichement diplome / avec ou sans experience (experience en cabinet serait un plus) bonne maitrise du francais, a loral comme a lecrit aisance avec les chiffres et excel sens de lorganisation, rigueur et capacite a travailler de maniere autonome - conditions : poste base a tanger","(experience en cabinet serait un plus) bonne maitrise du francais, a loral comme a lecrit aisance avec les chiffres et excel sens de lorganisation, rigueur et capacite a travailler de maniere autonome - conditions : poste base a tanger",A discuter,28 Apr-16:40,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10368612/Comptable-Juniorconfirmé-–-Comptabilité-Française.html
Assistante administrative et éditoriale,Mani Sport Sarl,Accueil / Secrétariat / Administration,Casablanca,,,CDI,28 Apr-16:40,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10359713/Assistante-administrative-et-éditoriale.html
Cariste à dar bouazza,manpower,Autre,Casablanca,"titulaire dun caces (chariot elevateur) en cours de validite experience prealable en tant que cariste souhaitee serieux(se), rigoureux(se) et ponctuel(le) bonne condition physique conditions","prealable en tant que cariste souhaitee serieux(se), rigoureux(se) et ponctuel(le) bonne condition physique conditions",Interim,28 Apr-16:37,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371159/Cariste-à-dar-bouazza.html
Assistante dentaire,,Santé / Médical,Casablanca,,dans le,,28 Apr-16:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10365568/ASSISTANTE-DENTAIRE.html
Agent contrôle de gestion (h),Société Industriel,Comptabilité / Gestion / Audit,Kénitra,"formation bac+2 / bac+3 en gestion, comptabilite ou finance.experience souhaitee dans un poste similaire bonne maitrise des outils informatiques (excel avance, erp souhaite) esprit danalyse, rigueur et sens de lorganisation bon relationnel et capacite a travailler en equipe. - conditions :poste base a kenitra - type de","souhaitee dans un poste similaire bonne maitrise des outils informatiques (excel avance, erp souhaite) esprit danalyse, rigueur et sens de lorganisation bon relationnel et capacite a travailler en equipe. - conditions :poste base a kenitra - type de",CDD,28 Apr-16:25,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10368590/Agent-Contrôle-de-Gestion-(H).html
Assistante polyvalente / assistante administration,Raha fer,Accueil / Secrétariat / Administration,Casablanca,"requises : - bonne maitrise des outils bureautiques (word, excel, outlook) - sens de lorganisation et capacite a gerer plusieurs taches simultanement - aisance relationnelle et bonne communication ecrite et orale - rigueur, discretion et fiabilite - autonomie et esprit dinitiative - connaissances en administration des ventes et suivi commercial appreciees","prealable dans un poste similaire souhaitee - capacite dadaptation et polyvalence - maitrise du francais indispensable (autres langues appreciees) objectif du poste : assurer un soutien efficace a la direction et a lequipe commerciale, garantir un suivi rigoureux des ventes et contribuer a la sa",Stage,28 Apr-16:25,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10367898/assistante-polyvalente-assistante-administration.html
Designer 3d (3ds max),confidentiel,Marketing / Communication / Publicité / Rp,Rabat,"formation en design, architecture dinterieur, ou equivalent - experience de 2 a 5 ans minimum. - maitrise avancee de 3ds max (obligatoire) - sens aigu du volume, de lespace et de la mise en scene - creatif(ve), autonome, rigoureux(se) et capable de travailler en equipe","de 2 a 5 ans minimum. - maitrise avancee de 3ds max (obligatoire) - sens aigu du volume, de lespace et de la mise en scene - creatif(ve), autonome, rigoureux(se) et capable de travailler en equipe",CDI,28 Apr-16:25,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10367895/Designer-3D-(3Ds-Max).html
Auditors / accounting assistant,INTERNATIONAL DUTY FREE SHOPS,Commercial / Sales,Casablanca,,"in accounts payable or general accounting (bilan is a plus). must be detail-oriented, accurate in data entry, and able to multitask under pressure with minimal supervision. proficiency in ms word/excel is required. good communication skills in english and french are essential, along with integrity and teamwork. associate auditor: graduate in accounting, finance, business, or related field with auditing knowledge or training. strong communication skills in english, french, and/or arabic. ability to manage multiple tasks, meet deadlines, and work effectively in a team. detail-oriented with basic computer skills and understanding of office procedures. senior auditor: degree in accounting/finance or related field with 35 years of audit experience. strong english is required; french or arabic is a plus. must be organized, detail-oriented, and able to handle multiple priorities while maintaining high professional standards.",To be discussed,28 Apr-16:20,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10361486/Auditors-Accounting-Assistant.html
Technicienne de laboratoire d’analyses mÉdicales,LABO,Santé / Médical,Oujda,"requises : - licence en biologie medicale ou equivalent. - experience prealable de 1 an minimum dans un laboratoire danalyses medicales . - connaissance des techniques de laboratoire et des normes de qualite. - rigueur, precision et sens de l'organisation. - capacite a travailler en equipe.","prealable de 1 an minimum dans un laboratoire danalyses medicales . - connaissance des techniques de laboratoire et des normes de qualite. - rigueur, precision et sens de l'organisation. - capacite a travailler en equipe.",A discuter,28 Apr-16:15,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10368581/TECHNICIENNE-DE-LABORATOIRE-D’ANALYSES-MÉDICALES.html
Commercial sedentaire et achat,technique equipement,Industrie / Ingénierie / Energie,Casablanca,,,CDD,28 Apr-16:15,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10367882/COMMERCIAL-SEDENTAIRE-ET-ACHAT.html
Dessinateur autocad/revit construction metalliques,COMPACT bureau d'etudes,Construction / Btp,Tanger,"et vos ambitions, vous pourrez egalement participer a la realisation de modeles de calcul 3d. - exigences de l'offre : diplome minimum bac +2 en construction metallique / bim. experience de plus de 3 ans bonne maitrise dautocad avec un bon sens technique bonne maitrise de revit connaissances en modelisation bim solides bases techniques en structures",de plus de 3 ans bonne maitrise dautocad avec un bon sens technique bonne maitrise de revit connaissances en modelisation bim solides bases techniques en structures,A discuter,28 Apr-16:15,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10367109/Dessinateur-AutocadRevit-Construction-Metalliques.html
Assistante de direction,Agence immo elite consulting,Accueil / Secrétariat / Administration,Marrakech,"formation en gestion, administration ou comptabilite experience souhaitee dans un poste similaire maitrise des outils bureautiques (excel, word...) sens de lorganisation, rigueur et discretion excellente presentation et sens du relationnel participer activement a la bonne image de l'agence maitrise parfaite du francais (ecrit et oral).",", est specialisee dans limmobilier a marrakech : achat, vente, location, gestion de patrimoine, consulting et conseil en investissement. dans le cadre de notre developpement, nous recrutons une assistante administrative polyvalente.",A discuter,28 Apr-16:12,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371122/Assistante-de-direction.html
Agent de production - opérateur,APTIV SERVICES MAROC TANGER - M2,Automobile,Tanger,,,CDI,28 Apr-16:10,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370271/Agent-de-production-Opérateur.html
Assistante commerciale & e-commerce_ bouskoura,Domino RH,Commercial / Vente,Bouskoura,"premiere experience en e-commerce, administration ou gestion operationnelle maitrise de shopify obligatoire excellent niveau en francais (ecrit et oral) organisee, rigoureuse et reactive autonome avec un bon sens des priorites bon relationnel avec les partenaires et prestataires interet pour la mode, le lifestyle et les marques emergentes","en e-commerce, administration ou gestion operationnelle maitrise de shopify obligatoire excellent niveau en francais (ecrit et oral) organisee, rigoureuse et reactive autonome avec un bon sens des priorites bon relationnel avec les partenaires et prestataires interet pour la mode, le lifestyle et les marques emergentes",CDI,28 Apr-16:07,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370071/Assistante-commerciale-et-E-commerce-Bouskoura.html
chef de site maintenance ( marine) – marrakech,Anonyme,Maintenance / Entretien,Marrakech,formation en marine / maintenance navale ou,"confirmee en maintenance, idealement dans le secteur maritime experience en gestion dequipe et gestion de site bon sens de lorganisation et capacite a gerer les priorites autonomie, rigueur et esprit danalyse - localisation : marrakech - type de",Interim,28 Apr-16:07,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371116/Chef-de-Site-Maintenance-(-Marine)-–-Marrakech.html
Chaudronnier – ain sebaa,Domino RH,Industrie / Ingénierie / Energie,Casablanca,"formation en chaudronnerie, construction metallique ou equivalent experience de 2 ans minimum dans un poste similaire (stage inclus) bonne capacite de lecture de plans connaissances de base en soudure",de 2 ans minimum dans un poste similaire (stage inclus) bonne capacite de lecture de plans connaissances de base en soudure,Interim,28 Apr-16:07,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10360028/Chaudronnier-–-Ain-Sebaa.html
Chargé de caisse-hadsoualem,prestation de service,Banque / Finance / Assurance,Had Soualem,,dans le,A discuter,28 Apr-16:02,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371113/chargé-de-caisse-HADSOUALEM.html
Commercial terrain / casablanca,AFRICA STAFFING,Autre,Casablanca,"niveau bac+2 minimum en commerce, gestion ou equivalent, experience en vente terrain souhaitee (telecoms, fmcg, distribution...), bonne communication et force de persuasion, mobilite et sens de lorganisation. - lieu : casablanca et regions","en vente terrain souhaitee (telecoms, fmcg, distribution...), bonne communication et force de persuasion, mobilite et sens de lorganisation. - lieu : casablanca et regions",CDI,28 Apr-16:01,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10211176/Commercial-terrain-casablanca.html
Responsable de paie,AFRICA STAFFING,Ressources Humaines / Recrutement / Intérim,Casablanca,organisationnelles et attention particuliere aux details. une communication efficace et un sens aigu de la confidentialite.,"significative dans un role similaire, idealement dans le secteur de l'interim ou du travail temporaire excellente maitrise de la legislation marocaine en matiere de paie, securite sociale et fiscalite. solide experience avec les outils de gestion de la paie, idealement sage capacite a travailler sous pression tout en respectant des delais stricts et en garantissant une grande precision. excellentes",CDI,28 Apr-16:00,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10360996/Responsable-de-paie.html
Consultant comptable - comptabilité française / casablanca,AFRICA STAFFING,Comptabilité / Gestion / Audit,Casablanca,"bac+3 a bac+5 en comptabilite, finance ou gestion experience de 2 a 5 ans minimum en cabinet comptable ou en",de 2 a 5 ans minimum en cabinet comptable ou en,CDI,28 Apr-16:00,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10199968/Consultant-comptable-comptabilité-française-casablanca.html
Responsable supply chain - tanger,Intérim,International / Télécommunication,Tanger,"formation bac+5 en logistique, supply chain ou equivalent experience confirmee dans un poste similaire (industrie ou environnement structure) bonne maitrise des outils de gestion logistique et erp excellentes capacites danalyse, dorganisation et de pilotage leadership, rigueur et sens de la performance localisation : tanger poste a pourvoir immediatement","confirmee dans un poste similaire (industrie ou environnement structure) bonne maitrise des outils de gestion logistique et erp excellentes capacites danalyse, dorganisation et de pilotage leadership, rigueur et sens de la performance localisation : tanger poste a pourvoir immediatement",CDI,28 Apr-16:00,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10351330/Responsable-Supply-Chain-Tanger.html
Assistante ressources humaines a casablanca,SOCIETE,Immobilier,Casablanca,,au moins de 3 ans dans un poste similaire. vos principales,A discuter,28 Apr-16:00,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10367085/Assistante-Ressources-Humaines-A-CASABLANCA.html
Chef de chantier btp avec équipe,sergab,Construction / Btp,Casablanca,,exigee.,A discuter,28 Apr-16:00,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10363898/Chef-de-Chantier-BTP-avec-équipe.html
Licence en droit français,prestation de service,Banque / Finance / Assurance,Casablanca,,bancaire est obligatoire. ce poste vous permettra de rejoindre une equipe dynamique et de contribuer au developpement de nos activites.,A discuter,28 Apr-15:59,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10362319/Licence-en-droit-français.html
Techniciens Électriciens,Volet watt Énergie,Autre,Casablanca,,confirmee en la matiere plus 5ans dans le,A discuter,28 Apr-15:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10369491/Techniciens-Électriciens.html
Resp. adv et recouvrement en immobilier,SOCIETE,Immobilier,Casablanca,,de 5 ans minimum dans un poste similaire.,CDI,28 Apr-15:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10367083/Resp-ADV-et-Recouvrement-en-Immobilier.html
Assistant(e) contrôleur de gestion,,Comptabilité / Gestion / Audit,Agadir,"formation en finance, comptabilite ou controle de gestion minimum 5 ans dexperience dans un poste similaire excellente maitrise de la comptabilite analytique bonne connaissance des systemes sage et idealement sap business one (b1) experience dans le secteur agricole ou agro-industriel fortement appreciee solides capacites danalyse, rigueur et sens de lorganisation autonomie et capacite a travailler en interaction avec plusieurs departements - conditions poste base a agadir disponibilite immediate ou a convenir remuneration attractive selon profil et experience","dans un poste similaire excellente maitrise de la comptabilite analytique bonne connaissance des systemes sage et idealement sap business one (b1) experience dans le secteur agricole ou agro-industriel fortement appreciee solides capacites danalyse, rigueur et sens de lorganisation autonomie et capacite a travailler en interaction avec plusieurs departements - conditions poste base a agadir disponibilite immediate ou a convenir remuneration attractive selon profil et experience",A discuter,28 Apr-15:52,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371105/Assistant(e)-Contrôleur-de-Gestion.html
Chargé(e) de recouvrement & facturation – tanger,Confidentiel,Transport / Achat / Logistique,Tanger,"- bac+2 a bac+5 en gestion, finance, comptabilite ou equivalent - experience en recouvrement & facturation idealement dans une societe de transport internationale - bonne maitrise des outils bureautiques - bon relationnel et aisance en communication poste base a tanger",en recouvrement & facturation idealement dans une societe de transport internationale - bonne maitrise des outils bureautiques - bon relationnel et aisance en communication poste base a tanger,CDI,28 Apr-15:50,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10366343/Chargé(e)-de-Recouvrement-et-Facturation-–-Tanger.html
Recrute un(e) agent technico-commercial(e) urgent,PS,Commercial / Vente,Casablanca,- bac+2 minimum - experience exigee : 3 ans et plus dans le,exigee : 3 ans et plus dans le,CDI,28 Apr-15:50,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10361458/Recrute-un(e)-Agent-Technico-Commercial(e)-URGENT.html
Comptable / casablanca,Société GÉNÉRAL BUREAU,Comptabilité / Gestion / Audit,Casablanca,"bac +3 en comptabilite, finance ou equivalent experience minimum de 5 ans dans un poste similaire bonne maitrise des outils comptables et informatiques rigueur, organisation et sens de la confidentialite capacite a travailler en equipe et a respecter les delais","minimum de 5 ans dans un poste similaire bonne maitrise des outils comptables et informatiques rigueur, organisation et sens de la confidentialite capacite a travailler en equipe et a respecter les delais",CDI,28 Apr-15:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10367078/Comptable-casablanca.html
Acheteuse en btp confirmée,Ste Imilchil SARL,Construction / Btp,Rabat,-experience obligatoire de minimum 5 ans dans les achats btp,probante dau moins 5 ans dans les achats en btp.,CDI,28 Apr-15:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10366333/Acheteuse-en-BTP-Confirmée.html
Chargée de communication,Groupe EIPMC,Marketing / Communication / Publicité / Rp,Marrakech,en redaction et en communication verbale. - maitrise des outils de communication numerique et des reseaux sociaux. -etre flexible et apte de travailler sous pression - capacite a travailler de maniere autonome et en equipe. qualites recherchees : - sens de lorganisation et gestion efficace du temps. - excellent relationnel et aptitude a travailler avec des personnes de differents horizons. nous offrons : - un environnement de travail dynamique et stimulant. - des opportunites de developpement professionnel. - un,professionnelle de 2 a 5 ans dans un poste similaire. - excellentes,A discuter,28 Apr-15:35,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370229/Chargée-de-communication.html
Directeur pédagogique / enseignant,école privé,Education / Social / Petite Enfance,Marrakech,,,A discuter,28 Apr-15:35,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10363146/Directeur-pédagogique-enseignant.html
Enseignantes d'anglais - maternelle et primaire,,Education / Social / Petite Enfance,Rabat,"et qualites : sens pedagogique adapte aux jeunes enfants creativite, dynamisme et esprit dinitiative patience, bienveillance et capacite decoute maitrise des methodes denseignement ludiques (jeux, chansons, activites interactives) capacite a travailler en equipe et a sadapter aux differents niveaux disponibilite souhaitee : immediate si notre offre correspond a votre profil, merci de nous faire parvenir votre cv.",dau moins 3 ans dans un poste similaire.,,28 Apr-15:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10366311/Enseignantes-danglais-maternelle-et-primaire.html
Receptioniste,hotel,Tourisme / Hôtellerie / Restauration,Marrakech,,,CDI,28 Apr-15:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10365480/Receptioniste.html
Technico-commercial rabat / marrakech,SIRMEL,Commercial / Vente,Casablanca,,,CDI,28 Apr-15:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10363864/Technico-commercial-Rabat-Marrakech.html
Mécaniciens et électromécaniciens,Tube et profil,Maintenance / Entretien,Casablanca,,min de 4 ans en maintenance electrique et mecanique indus.,CDI,28 Apr-15:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10363137/Mécaniciens-et-électromécaniciens.html
Magasinier,IPA,Transport / Achat / Logistique,Casablanca,"niveau bac minimum (souhaite) sens de lorganisation, rigueur et esprit dequipe dynamisme et capacite a travailler dans un environnement structure - lieu de travail : sidi bernoussi casablanca",,A discuter,28 Apr-15:25,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10366303/Magasinier.html
Magasinier - coupe câble,SIRMEL,Transport / Achat / Logistique,Casablanca,,dans la coupe de cable. savoir lire et ecrire travail en equipe permis caces,CDI,28 Apr-15:25,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10363861/Magasinier-coupe-câble.html
Responsable logistique,Oxynord,Transport / Achat / Logistique,Casablanca,"personnelles : - leadership et esprit dequipe - reactivite et capacite a gerer les imprevus - sens de lanalyse et de la resolution de problemes - rigueur, autonomie et sens des priorites nous offrons : - un environnement de travail stimulant - des perspectives devolution - remuneration attractive selon profil","de 3 ans confirmee dans un poste similaire - bonne maitrise des outils de gestion logistique (erp, excel...) - sens de responsabilite et de lorganisation",A discuter,28 Apr-15:25,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10363860/Responsable-Logistique.html
Responsable ressources humaines,Oxynord,Industrie / Ingénierie / Energie,Tanger,des collaborateurs (plans de,de 2 ans dans un poste similaire est souhaitable - bonne maitrise du droit du travail - excellentes capacites relationnelles et organisationnelles - sens de la confidentialite et de lecoute,A discuter,28 Apr-15:25,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10363855/Responsable-Ressources-Humaines.html
OpÉrateur machine dÉcoupe laser cnc,SARL,Industrie / Ingénierie / Energie,Deroua,"- lecture et interpretation de plans techniques et de documents de fabrication - maitrise des reglages de base de machines a commande numerique - connaissances en metrologie, controle qualite et securite industrielle qualites personnelles : - rigueur dans le respect des consignes et des tolerances - forte autonomie dans le travail quotidien - sens des responsabilites et de la securite - bonne capacite a travailler en equipe",- une premiere experience reussie sur machines de decoupe laser fibre et/ou plasma cnc est souhaitee,CDI,28 Apr-15:15,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10366294/OPÉRATEUR-MACHINE-DÉCOUPE-LASER-CNC.html
Agent / femme de sécurité,La Terrasse des épices,Tourisme / Hôtellerie / Restauration,Marrakech,un premiere experience dans la securite avec au moins une bonne maitrise de la langue francaise. nous acceptons les profils debutants. merci d'envoyer vos cv's directement a travers marocannonces.,dans la securite avec au moins une bonne maitrise de la langue francaise. nous acceptons les profils debutants. merci d'envoyer vos cv's directement a travers marocannonces.,CDD,28 Apr-15:14,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371072/Agent-Femme-de-Sécurité.html
Electricien maintenance,société agroalimentaire,Industrie / Ingénierie / Energie,Casablanca,,3 ans a 4 ans similaire poste transport non assure,CDD,28 Apr-15:10,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10367813/electricien-maintenance.html
